,book_title,author,reader_review,rating,label
6986,"Bob, textile futé",Luce Basseterre,"Vous êtes invité et vous n’avez pas envie d’apporter des fleurs, des chocolats ou une bouteille ? Vous organisez un Secret Santa avec des amis et vous n’avez pas d’idée ? Offrez de quoi lire ! Et pourquoi pas une petite nouvelle au prix minuscule de 2 € comme Bob, textile futé de Luce Basseterre (qui figure également au sommaire d’une des anthologies de l’éditeur si votre budget cadeau est tout petit peu plus large) ? Ou tout simplement, faites-vous plaisir le temps d’un trajet en métro, bus, tram ou autre funiculaire ou vaporetto favori de par chez vous.",4.5,1
7310,"Le clan, tome 1 : La conjuration des Nixes",N.A. Illigan,"Vous en voyez rarement par ici mais j’aimerais vous présenter le premier volume d’une saga auto-éditée ! L’auteur m’avait contacté et comme, pour une fois, le roman en question rentrait parfaitement dans ma ligne éditoriale, je n’ai pas hésité longtemps (sans parler de la très jolie couverture) 🙂",3.5,0
5216,Plus de mensonges entre nous,Sam DeLuca,Vous en avez assez des romances de Noël qui dégoulinent de guimauve ? Vous n'aimez pas les héroïnes naïves et un peu nunuches ? Ce roman pourrait bien vous réconcilier avec les romans de Noël !,5.0,1
1750,Entrez dans la danse,Jean Teulé,Vous connaissez l'épidémie dansante qui a secoué Strasbourg en 1518 ? C'est le sujet de ce livre.,3.5,0
6235,Les tortues ne fêtent pas noel sous la neige,Sophie Jomain,"Vous cherchez un livre chaleureux, romantique et qui parle de Noël sans toutefois vous baigner dans une atmosphère glaciale et enneigée ? Ne cherchez plus ! J’ai le livre parfait pour vous.",4.5,1
8069,La famille souris fête Noël au clair de lune,Wolfram Hänel,Vous avez vu cette adorable #couverturepleinepage avec cette neige scintillante à toucher ?,4.5,1
2725,Toutes les familles heureuses,Hervé  Le Tellier,"Vous avez peut-être déjà oublié son nom mais Hervé Le Tellier, c’est le Prix Goncourt 2020 pour L’Anomalie. Si je retourne vers lui, ce n’est pas parce que j’ai adoré ce roman (ce n’est d’ailleurs pas le cas et si vous voulez en savoir plus, je vous invite à lire la chronique) mais c’est qu’il y avait matière à interrogation sur cet auteur. Alors, pourquoi ne pas tenter Toutes les familles heureuses, récit en forme d’arbre généalogique sorti peu avant.",4.0,1
1652,S'adapter,Clara Dupont-Monod,"Vous avez déjà ressenti ce sentiment où un livre gagne plein de prix et est aussi reconnu par la grande majorité des lecteurs, mais que vous, bah ça fait flop ...",3.5,0
7809,Histoire secrète du PSG,François Xavier Cottin,Vous avez dans votre entourage une personne qui aime le foot ? Qui est un supporter du PSG ? Et vous n'avez aucune idée de cadeau à offrir à cette personne ? Alors voici une petite idée de cadeau pour Noël (ou autre occasion d'ailleurs) : ce livre est vraiment idéal pour les supporters ! Ils découvriront les histoires et anecdotes sur ce club!!!,3.0,0
5127,Les dents de lait,Helene Bukowski,"Vous allez dire que c'est du déjà vu ? Pas vraiment dans la mesure où le roman ne s'attarde pas sur la violence, climatique, sociale. On en voit des traces régulièrement, un",5.0,1
6707,La romance presque parfaite d'une accro à Noël,Laura S. Wild,"Vous aimez regardez les téléfilms de Noël ? Alors, vous allez adorer ce livre !",4.5,1
1912,La chasse aux étoiles,Hella Serafia Haasse,Vous aimez les contes ?,3.5,0
2701,"Les mystères de Venise, tome 5 : Les îles mystérieuses",Frédéric Lenormand,Vous ai-je déjà dit que j’adorais ces Mystères de Venise ?,4.0,1
9594,Sur les routes de la musique: Chroniques d'un passionné de la musique,André Manoukian,"Vouloir aborder un sujet aussi vaste en à peine 200 pages était une gageure, et le résultat est décevant.",2.5,-1
8966,Chapeau melon et bottes de cuir : Le Flambeur flambé / Drôles de mort / Pop-Crime / Heil Harris !,John Garforth,"Voilà, je finis mon fil rouge de l'année avec ce recueil de quatre histoires d'une série chère à mon cœur, alors même si les histoires se lisent relativement facilement, je n'ai absolument pas retrouvé l'ambiance de la série, ce qui est vraiment dommage. Bon c'est certainement parce que pour moi l'univers de Chapeau melon et bottes de cuir est très visuel. Malgré tout cela, ça reste une bonne lecture.",3.5,0
4792,"Sherman, Tome 6 : Le pardon, Jeannie",Stephen Desberg,"Voilà, enfin on sait tout de cette histoire. Après quelques tomes à se faire promener dans différentes direction, le fils se dénouent, et la vérité éclate.",3.5,0
5853,"Astérix, tome 39 : Astérix et le Griffon",René Goscinny,"Voilà, enfin je retrouve Astérix et Obélix, avec une histoire bien construite, plus posé que Astérix et la transitalique. Astérix est nettement plus présent que dans le dernier album, j'ai vraiment l'impression que le dessinateur et l'auteur, prends en considération, ce que les lecteurs reprochaient aux derniers albums. Je trouve quelques passages assez drôles. Vivement les prochains albums, si à chaque fois, ils s'améliorent je suis preneur.",3.5,0
6727,Le pire Noël de ma vie ! Ou pas...,Virginie T.,"Voilà une romance de Noël comme je les aime; de l'amour, de la douceur, de la neige, un pays froid; tous les ingrédients sont réunis pour passer un agréable moment et c'est ce que j'ai fait.",5.0,1
3230,Le voleur d'âmes,Jean Dardi,"Voilà une lecture qui m’a profondément bouleversée par son sujet : les enlèvements de fillettes par un cinglé. Autant dire que je me suis retrouvée devant ma plus grande peur. Dix ans de disparitions, toujours le même mode opératoire, une fillette qui disparaît sans une trace ou presque, à quelques mètres seulement de chez elle.",4.5,1
957,Sauver Mina,Catherine Cuenca,"Voilà une lecture dont j’ai eu du mal à écrire une chronique, tant elle m’a marquée dans ma chair et émue au possible.",4.5,1
6640,Cantique de Noël,Charles Dickens,Voilà une lecture de saison !,4.5,1
6595,"Brigades du réveil, tome 1 : Onyx",Sealeha,"Voilà une jolie et un peu effrayante dystopie. Dans un monde où tout est connecté, où tout se sait… A-t-on encore le droit de ne pas être d’accord ? A-t-on, malgré tout, le droit aussi d’avoir des rêves, de faire carrière, d’avoir une bonne situation, d’être reconnue, de vouloir s’insérer dans la société… comme le demande tout simplement Liah ?",5.0,1
2658,Presque maintenant,Cyril Bonin,"Voilà une histoire qui commence vraiment bien, un dessin intéressant avec un parti-pris sur les couleurs très chaud et original (et peut-être un peu lassant)",2.0,-1
6586,Les Sans-Lumière,Franck Amiot,"Voilà une belle histoire qui sort des sentiers battus. L’imaginaire se mêle à l’émotion, à la philosophie, à la beauté et à la quête de vérité. C’est, pour une fois, une découverte scientifique qui permet l’éveil des consciences. La pureté du cristal affûte les esprits, renvoyant chacun à l’acceptation de soi-même par l’impossibilité du mensonge. Mais la petite communauté dérange : comment pourrait-il en être autrement dans un monde où les intérêts, le pouvoir, la peur et l’imbécillité prédominent ? Franck AMIOT bouscule les lignes, mélangeant les genres avec talent, entre le roman, le conte et la poésie, donnant ainsi à son ouvrage une dimension universelle. Voilà un roman couleurs, émotions, essences… finalement, un roman lumières. Merci Franck Amiot.",5.0,1
5205,Les filles de Salem,Thomas Gilbert,"Voilà une bd que j'ai eu du mal à lâcher et en même temps, j'ai reculé autant que j'ai pu de lire la fin fatidique de Abigail.",5.0,1
409,Anthologie de la poésie française,Georges Pompidou,"Voilà une anthologie de poésie qui va rester à mon chevet quelques temps encore. Certains auteurs connus, d'autres moins, d'autres pas du tout. Georges Pompidou nous offre un excellent panel des principaux poètes français. Du moyen-âge aux années 60. Je ne m'y connais pas assez pour discuter ses choix. Je suis prêt à compulser ce recueil à tous moments.",5.0,1
1993,"Quand dansent les âmes, tome 2 : S'affranchir du mal",Lucie Goudin,"Voilà un tome 2 qui tient toutes ses promesses ! J’ai été tout d’abord désarçonnée car l’héroïne principale n’était plus Anna, comme dans le précédent, mais Sélène, une métamorphe appartenant à la Meute de la Croix depuis longtemps. Et puis, très vite, j’ai apprécié me retrouver à nouveau dans cette Bretagne légendaire et mystique, auprès de ces êtres humains qui ont la capacité de se transformer en loups, et qui maintiennent un certain équilibre en protégeant des territoires peuplés de créatures surnaturelles.",5.0,1
5583,Entre ses mains,Mhell Lectra,Voilà un roman totalement erotique!,3.5,0
4062,Sans espoir de lumière,Didier Calabrese,Voilà un roman qui avait tout pour me plaire… et qui m’a plu ! Beaucoup !,4.0,1
3467,Les quatre plumes blanches,Mason a E W,"Voilà un roman que l’on pourrait qualifier de daté. Nous sommes dans une époque révolue, celle des gentlemen britanniques à la conquête du Monde et des cœurs sous le règne de Victoria.",2.5,-1
1247,Là où chantent les écrevisses,Owens Delia,Voilà un roman que j’ai longtemps hésité à lire et les nombreuses critiques positives ont finalement fini par me convaincre…j’aurais peut-être pas dû !,3.0,0
6225,Next Crush,Alix Avril,Voilà un roman que j'ai bien apprécié en cette période froide nous annonçant l'hiver à grands pas !,4.5,1
870,Nous les bêtes traquées,Caroline de Mulder,"Voilà un roman pour l’hiver, un roman à lire au calme, calé dans un bon fauteuil, bien au chaud. C’est un roman qui se mérite, un texte qui se dévoile petit-à-petit. C’est à la fois le portrait d’une femme qui adule un homme jusqu’à en perdre son âme et l’histoire d’un couple traqué dont le mystère se dévoile par toute petites touches. Caroline De Mulder s’y distingue une fois de plus par sa maîtrise technique et son originalité !",4.0,1
773,Le restaurant de l'amour retrouvé,Ito Ogawa,"Voilà un roman dont le titre trompeur fait référence à une certaine légèreté...et on est loin de cette impression ! le thème de la cuisine est omniprésent et j'ai beaucoup appris sur la cuisine japonaise et celle de Rinco en particulier. Cuisine gourmande, goûteuse, parfumée . C'est aussi une cuisine respectueuse du producteur, des produits, du cuisinier, des clients. Elle est magique, elle ravit les papilles et éveille les sens, elle suscite des émotions, des souvenirs , elle est magique !",5.0,1
6587,"In Lux Limine, tome 1 : Au seuil de la lumière",Jean-Michel Raffalli,"Voilà un roman de belle tenue qui cumule nombre de caractéristiques des bests-sellers. Intrigue, suspense, audace, rebondissements, romance, archéologie, quête à travers l’histoire et le temps, pointe d’ésotérisme… s’entremêlent dans un rythme prenant, nous faisant vivre les émotions de personnages de belle facture.",5.0,1
994,Chronique d'une mort annoncée,Gabriel Garcia Marquez,Voilà un roman court et puissant !,5.0,1
6,L'hôtel du cygne,Zhang Yueran,"Voilà un roman au sujet atypique nous venant de la Chine communiste, où les nouveaux milliardaires donnent lieu à de nouveaux conflits de classe avec le monde des domestiques qu'ils ont à leur service.",4.0,1
8193,"Père & Fils, tome 1",Mi Tagawa,"Voilà un premier tome très chouette. Les personnages sont attachants, on est vite ému par leur histoire et le lien entre ce père et son fils. De belles illustrations et des chapitres prenants... Bref, un début de série vraiment super, qui donne envie de découvrir la suite !",4.0,1
7033,De rage et de vent,Alessandro Robecchi,Voilà un polar qui vous tient en haleine sans s’essouffler sur la durée !,4.0,1
321,Mademoiselle Papillon,Alia Cardyn,"Voilà un ouvrage qui a percé la cuirasse derrière laquelle s’abrite mon émotivité. Parvenu au point final, il a fallu que je relise les passages évoquant la courte vie du petit Anatole pour l’un, le mutisme douloureux de la petite Madeleine pour l’autre. Un ouvrage qui rend hommage aux héros anonymes au travers du portrait de Mademoiselle Papillon. Elle a fait partie de ces personnes réellement désintéressées qui ne cherchent de gloire que dans le sourire des autres.",5.0,1
2274,Jeux de mains,Yves Laurent,"Voilà un ouvrage qui a faillit ne jamais voir le jour. En effet, yves Vendeberg qui débuta cet écrit en 2007, s’arrêta en chemin, pensant ne pas être à la hauteur. C’est bien des années plus tard, qu’il croisât Laurent Vranjes et qu’il ressortît ses vieux écrits pour les faire lire à ce dernier.",3.5,0
196,"Je t'aimerai toujours, quoi qu'il arrive...",Debi Gliori,"Voilà un ouvrage pour rassurer les pitchounes quand ils commencent à douter de l'amour des leurs. Très bien avant de dormir. Vous avez dit niais ? pas d'accord, il faut se mettre à portée de leur cœur qui est plus grand que leur taille. Le dessin est très beau, très doux. Encore un petit plus pas cher pour les fêtes.",4.0,1
